GridID,B2_mean,B3_mean,B4_mean,B8_mean,B11_mean,B2_ent,B2_corr,B2_asm,B3_ent,B3_corr,B3_asm,B4_ent,B4_corr,B4_asm,B8_ent,B8_corr,B8_asm,B11_ent,B11_corr,B11_asm,NDBI_mean,NDVI_mean,workc0,worka1,worka2,worka3,worka4,worka5,workb1,workb2,workb3,workb4,workb5,wendc0,wenda1,wenda2,wendb1,wendb2,POInum,POItype,residentia,commercial,industry,public,greenspace,type60
909,804.2464,1018.8636,1016.3288,2317.5884,1871.464,0.956591,0.501498,0.515052,1.305624,0.241511,0.343773,1.369349,0.347021,0.33041,1.800643,0.143067,0.191269,1.377631,0.279119,0.309679,-0.098902,0.413196,198.979219,-5.066974,5.910033,-1.727142,8.62096,-23.559134,-0.131151,3.759203,0.259621,4.769413,23.000743,239.111149,-8.335735,-40.21847,-40.389949,-34.19926,1,1,5.680104,0.882626,0.114055,0,0.791911,5
656,579.294,746.7208,684.5716,1820.0284,1437.2456,0.763735,0.557161,0.610874,0.962683,0.418219,0.507328,1.021315,0.472349,0.48644,1.611861,0.315304,0.278904,1.189699,0.416252,0.40079,-0.076788,0.340631,749.912404,-11.574976,15.547876,-29.314978,24.784422,-160.727425,-14.377262,4.202605,-9.753594,4.3853,175.887128,776.214881,-128.541649,-197.781708,-92.503857,-46.106699,1,1,1.364373,2.610138,0,2.606751,0.7977,5
1395,747.9504,935.1304,973.6184,2111.2508,1964.1924,1.241259,0.238398,0.387714,1.354346,0.169093,0.332079,1.460614,0.179651,0.295575,1.645375,0.072451,0.225857,1.012629,0.3836,0.455309,-0.031296,0.38218,207.110987,-4.525078,-0.300636,-8.706631,10.271015,-15.618105,0.635806,2.19818,2.350149,9.728536,35.933739,242.785435,-36.626437,-38.945205,-12.463661,-4.784452,1,1,0,0.000106,1.119017,0.357072,0,1
1123,989.969212,1127.312675,1144.772091,1917.858057,1827.67413,1.502576,0.287951,0.276477,1.532596,0.264074,0.269527,1.637064,0.282888,0.235891,1.775238,0.294674,0.200942,1.275211,0.348481,0.363425,-0.014988,0.251144,161.016368,-0.069445,0.431198,-2.017126,5.154788,-22.181654,2.905579,2.955515,0.017174,5.975734,30.312306,171.029475,-31.260313,-35.299501,1.474631,-7.116334,3,2,10.734441,0,0,0.757409,0,3
1199,1489.3624,1577.2868,1624.938,2055.6068,2098.0736,1.629845,0.180059,0.232642,1.644505,0.194688,0.227921,1.690329,0.22545,0.217472,1.740632,0.175817,0.20396,1.402888,0.318491,0.309264,0.008365,0.132504,136.500434,1.793514,6.267805,-8.631186,6.338311,-19.526749,8.982497,-7.102411,0.441447,10.736273,30.429158,131.687333,-25.806213,-33.361489,-5.920683,5.97155,1,1,0.548153,0.108849,2.968785,1.097613,0,3
969,756.459016,916.0008,920.866054,1831.223111,1519.427029,1.490675,0.141419,0.285145,1.595427,0.143322,0.257156,1.704901,0.142886,0.223126,1.938109,0.245831,0.164887,1.365393,0.24204,0.318307,-0.057635,0.318305,571.169432,-10.221598,15.425026,-14.80778,20.045411,-50.516159,11.399568,9.412402,-3.439565,23.691197,91.765388,677.276938,-27.250676,-115.374076,-48.788326,-40.314476,34,2,61.651011,0.414147,4.77719,0.212395,0,1
1872,861.4008,1028.9296,1081.4544,1994.9884,1723.5036,1.348513,0.315511,0.351763,1.518022,0.214576,0.27762,1.643449,0.293593,0.255753,1.91042,0.166764,0.171467,1.334933,0.266131,0.330489,-0.049877,0.291668,222.026975,1.44661,6.447224,-19.945985,-5.016041,-25.499285,1.485001,-12.18426,-4.778766,4.774328,50.955585,217.346067,-35.804094,-52.392953,1.24809,-6.044948,20,3,12.489331,1.372497,0.194253,15.688789,0,4
897,958.257097,1151.635346,1173.535386,2152.339464,1853.694122,1.53216,0.234383,0.282766,1.62877,0.204806,0.247777,1.742606,0.227467,0.212651,1.872817,0.182646,0.174878,1.387656,0.297774,0.314546,-0.061994,0.311452,138.097655,-5.169164,-2.110303,2.505946,8.015159,-16.708524,-7.049997,7.458224,1.706496,0.818245,21.289993,158.339636,-11.085681,-25.928585,-9.403951,-12.036098,2,1,52.917853,0.370792,0,3.623351,0,4
1402,1015.9676,1197.0952,1390.2356,1976.0848,2095.6164,1.828389,-0.05592,0.190123,1.880924,-0.05921,0.177491,1.977327,-0.054312,0.157847,2.007983,-0.030417,0.150074,1.575543,0.105138,0.256425,0.051658,0.190192,593.084084,-12.271154,16.267589,-17.330649,18.966731,-55.348889,-3.700295,11.649213,-8.681841,21.957675,43.578879,657.703411,51.258214,-83.931468,-89.131082,-75.905108,49,3,80.546467,1.494971,2.144456,4.374428,0.059833,1
1055,1473.752099,1621.930828,1665.097961,2685.484606,2457.655738,1.296982,0.427321,0.372646,1.35007,0.356288,0.346,1.407197,0.365076,0.331013,1.67496,0.335516,0.232662,1.229778,0.387374,0.386379,-0.031613,0.282294,559.772702,-6.272213,-35.214043,-11.974723,32.342916,-70.825621,-38.613155,-13.605604,23.173315,16.770892,92.001301,729.964116,-292.981922,-60.724787,-18.868425,-62.967341,16,3,35.810816,4.231332,2.197369,17.756435,0.201404,4
426,864.046419,1044.570228,1076.711885,1974.078031,1815.516206,1.327182,0.319969,0.34189,1.353597,0.312227,0.337987,1.50671,0.263288,0.276145,1.721612,0.198139,0.215706,1.119714,0.387732,0.417268,-0.028504,0.301407,302.493972,-6.473222,6.072935,-6.612997,16.339655,-58.96033,9.968845,0.638674,2.166367,13.195819,65.649513,336.461768,-91.298601,-88.823694,-38.653574,-29.074736,7,2,6.225426,7.459993,1.22592,0.000001,0,2
1215,933.046819,1054.534614,1159.82553,1775.819928,1695.028812,1.650712,0.029839,0.226278,1.709081,0.055827,0.208948,1.842403,0.051118,0.179445,1.971797,0.076368,0.151394,1.339945,0.224447,0.318473,-0.000734,0.218766,451.855896,-13.010446,13.47465,-16.984879,24.919366,-63.468885,8.828711,12.710085,-2.430477,26.291411,59.787187,528.29741,49.153889,-94.924828,-90.82405,-65.36405,35,5,88.803209,12.702807,0.000625,10.126953,0.689817,1
1086,908.982,1090.1052,1141.788,1864.756,1807.302,1.07207,0.183991,0.437788,1.210064,0.14999,0.373274,1.298082,0.160631,0.351131,1.45655,0.077686,0.292425,0.897118,0.443664,0.515961,-0.003552,0.257094,276.893661,-11.359222,4.026776,-10.719584,18.603323,-40.50319,7.830107,6.003268,-1.165012,14.292418,82.469204,310.830552,-15.737989,-85.871135,-32.872206,-10.862412,6,3,18.466745,2.490163,1.472595,2.53631,0.136095,3
1270,1508.467787,1712.785514,1880.980392,2389.003601,2228.079232,1.467431,0.181976,0.306863,1.545273,0.155814,0.276254,1.648589,0.161912,0.241346,1.810831,0.096167,0.192951,1.408746,0.324832,0.320933,-0.000983,0.16314,442.751861,-10.647716,9.093779,-9.362393,18.824004,-57.591863,7.755748,9.46111,5.525436,11.789675,66.157793,481.677376,-41.718732,-89.122668,-43.221569,-45.074303,2,2,25.224658,3.925984,0.771619,0.996293,0.478825,3
1548,870.620496,998.456765,1052.596077,1568.753403,1479.199359,1.518013,0.234785,0.271971,1.608661,0.259959,0.24635,1.703394,0.26152,0.219306,1.856244,0.277139,0.182526,1.322827,0.290599,0.332078,-0.003888,0.194192,1245.650344,-12.526018,10.630382,-30.173322,34.193929,-151.416575,16.571307,27.5471,-16.083719,29.181676,121.519976,1216.949784,-99.751097,-196.392333,-123.691622,-139.561978,37,4,71.667419,18.470194,2.299362,11.091746,0.681704,1
498,337.596238,483.9996,380.480992,1596.181673,956.139656,0.647064,0.507506,0.649074,0.523514,0.660299,0.717161,0.629578,0.598034,0.665496,1.368677,0.403004,0.371581,0.862227,0.544031,0.546051,-0.244269,0.454077,56.178969,0.42508,6.812874,5.538734,0.572015,-1.782411,-1.633764,1.317221,-1.585085,1.844896,3.039564,84.039477,-59.683807,-2.112802,-9.928182,-7.727275,2,1,3.887653,0.012035,0,0.408438,2.166413,5
1931,880.1196,989.8104,1043.6248,1755.964,1670.1484,1.532245,0.143052,0.259012,1.59057,0.127153,0.236919,1.703174,0.142137,0.208642,1.845858,0.151716,0.175644,1.129124,0.335681,0.416109,-0.005129,0.25296,768.762596,1.072194,9.848281,-19.993507,12.402805,-76.985287,7.247298,16.246711,-1.063894,9.443097,34.503762,854.313754,48.432414,-86.13574,-56.852677,-83.247198,49,5,66.994771,4.439969,3.021332,4.225297,0.006547,1
439,225.488,300.868,208.6752,425.9732,188.8564,0.06184,0.952411,0.962202,0.170655,0.827791,0.898854,0.072456,0.951823,0.955951,0.328221,0.899747,0.837857,0.227514,0.895377,0.880286,-0.36627,0.010661,57.993707,-0.404403,5.661644,4.097026,1.44098,-2.763114,-1.480918,0.550119,-1.998159,2.163959,3.833351,82.716334,-52.379879,-3.94946,-8.140304,-7.396625,1,1,0.000019,0,0,0.006797,0.826031,5
364,912.198,1027.3928,1109.2884,1586.5608,1807.8368,1.505169,0.303678,0.277788,1.570666,0.314385,0.2568,1.680472,0.323025,0.228425,1.743006,0.349476,0.215714,1.553715,0.314174,0.26642,0.088225,0.179577,712.955646,-12.748262,14.095839,-14.715195,15.148015,-129.583856,6.902056,1.099662,0.268602,16.792123,105.729261,790.009946,-47.150495,-142.069903,-83.348895,-67.726367,1,1,6.009278,0.289201,1.652363,0.001348,0,5
1475,870.1412,972.1352,1041.752,1478.666,1438.75,1.50725,0.113375,0.261689,1.55372,0.117886,0.254637,1.65934,0.135193,0.223546,1.793975,0.16716,0.192731,1.230902,0.289584,0.369017,0.014863,0.167356,602.631576,-12.948819,17.549835,-21.204315,24.299064,-67.339033,10.415132,12.151583,-5.532978,23.907072,51.984582,670.582972,-21.292159,-93.854862,-84.930595,-97.537111,67,5,101.221631,30.766746,2.518576,15.586813,0,1
231,883.8408,1044.0488,1091.2072,1859.414,1709.1968,1.526101,0.214878,0.273393,1.5386,0.246971,0.274449,1.636511,0.282936,0.24643,1.846254,0.321709,0.18804,1.423207,0.300426,0.298114,-0.013766,0.25923,249.875584,-5.475643,-1.225233,-3.442294,4.342433,-42.224461,1.409471,3.490736,-0.512739,1.63624,22.79185,267.12544,-26.849424,-37.807514,-14.780193,-26.59762,2,2,20.18481,0,0,1.255588,0,4
1733,816.6308,954.778,983.846,1951.6132,1601.1616,1.393022,0.216429,0.347299,1.538831,0.163268,0.283704,1.640335,0.167256,0.254993,1.989793,0.070597,0.148602,1.274823,0.24236,0.345472,-0.075117,0.329976,1005.919437,-20.304591,13.742933,-17.103138,23.403978,-136.170646,22.420656,20.534803,-0.501232,23.969871,135.342547,903.338294,-102.681974,-152.314227,-57.701257,-61.996948,12,3,92.414565,17.662929,13.305298,9.691957,0.298425,1
1456,909.07483,997.02601,1025.541817,1788.280912,1547.961184,1.509041,0.16801,0.276787,1.569311,0.105672,0.253983,1.667355,0.159793,0.234301,1.92592,0.112803,0.162905,1.343368,0.258116,0.326704,-0.05834,0.272127,602.475891,-4.302596,11.20007,-14.953872,19.264165,-70.412407,13.60662,7.192683,-11.647373,15.385855,69.48733,599.182129,-41.799629,-88.061414,-51.264215,-56.497648,9,3,66.964762,6.902681,2.422601,9.056247,1.49617,4
1870,1708.611044,1457.045218,1407.192077,2356.327331,3019.107243,1.791134,0.131769,0.194394,1.648473,0.123006,0.230932,1.658045,0.142149,0.225043,1.875308,0.066653,0.173289,1.614767,0.256274,0.240842,0.117868,0.259228,309.383263,-4.602236,2.587959,-6.263089,9.625963,-50.180257,8.849149,8.715037,-1.068922,10.55483,53.031965,343.360475,-91.014314,-73.377875,-11.24102,-12.305866,2,1,19.871351,6.458774,1.010126,4.290969,0,2
652,874.4352,1066.8448,1078.2188,2050.7896,1801.5676,1.185244,0.294303,0.3952,1.234645,0.24118,0.375674,1.402749,0.258624,0.31361,1.71256,0.109257,0.212415,1.065688,0.393507,0.439289,-0.059899,0.343623,665.191342,-13.778098,16.019725,-13.316276,15.775864,-102.139457,-24.842703,-7.587655,0.549507,-6.354507,132.33299,779.577628,-42.006643,-187.656445,-42.644748,-44.084436,1,1,98.336185,2.812921,0,4.41111,0.2766,4
894,748.9616,914.7048,939.6008,1812.6476,1592.3336,1.377141,0.221472,0.328079,1.489197,0.181033,0.292198,1.648475,0.198206,0.239625,1.924568,0.202452,0.165778,1.486648,0.236851,0.279496,-0.046744,0.319613,237.467628,-11.424002,-1.023359,-7.85312,14.072507,-27.423127,6.846809,4.425622,-4.160469,8.41988,31.12765,260.133484,-38.185589,-41.283567,-31.953095,-23.604664,18,3,42.610648,5.993845,0,25.015434,0,4
1605,1060.9432,1186.8236,1282.3368,1590.4176,1684.2444,1.821798,-0.123532,0.187477,1.889062,-0.137907,0.173264,1.926218,-0.131275,0.164286,2.033608,-0.099814,0.141195,1.365337,0.209268,0.317393,0.049543,0.107608,891.194666,-10.702441,5.576044,-25.832395,24.560949,-98.101745,17.903997,19.557308,-4.469169,24.508155,47.247157,947.545928,-110.808528,-115.080683,-115.186588,-117.377093,53,5,79.583166,45.511205,1.556601,30.415317,0.658374,1
461,885.514606,1069.932773,1083.559824,2005.140856,1753.297719,1.433716,0.296646,0.309304,1.523859,0.295298,0.276115,1.634503,0.31369,0.243737,1.772924,0.36167,0.203266,1.26982,0.335273,0.364674,-0.038517,0.285861,308.658571,11.29249,-8.397533,6.791232,-1.254343,-41.542974,15.303797,-1.679762,1.462403,5.171092,51.455789,338.628025,-25.288403,-69.229146,-4.228815,-13.761509,2,2,20.635707,0.008685,0.875083,0.965774,0.834864,5
1049,467.859544,629.466987,527.173669,1533.383754,1015.742697,0.673105,0.617148,0.64775,0.926085,0.459102,0.524501,0.902344,0.571035,0.553797,1.657933,0.430684,0.273527,1.308476,0.409852,0.366631,-0.147718,0.343925,370.121939,-8.996633,2.417689,-8.286627,12.86783,-53.520145,4.499515,5.281335,2.357901,6.928999,35.523527,390.129748,-33.314266,-56.829539,-45.405244,-59.447933,2,2,43.541222,5.23154,1.4461,10.88886,0.708473,5
736,462.9928,656.6876,665.974,2088.9316,1657.8952,1.177394,0.145492,0.402104,1.300035,0.116392,0.356573,1.447703,0.128479,0.318578,1.858009,0.068562,0.176267,1.23064,0.257456,0.368978,-0.10561,0.525155,90.190645,0.337143,3.760341,0.317702,1.1828,-8.984942,-1.520053,1.266834,-3.061229,1.985425,3.546107,119.891516,-27.154339,-14.75715,1.887925,-19.325324,20,1,49.565797,0,0,0.120038,0,1
556,636.4888,824.55,846.1508,2009.5464,1638.0736,1.423441,0.013733,0.29756,1.540905,-0.003608,0.259062,1.688887,0.027365,0.21923,1.920735,-0.016557,0.162953,1.153038,0.312302,0.400741,-0.091909,0.414798,214.170761,-0.801594,12.626975,-14.856024,5.729739,-9.284885,-10.130682,9.533717,8.993531,0.251012,30.905504,258.478157,-44.508846,-45.33032,-16.728841,-12.659224,40,1,119.187919,1.422778,0,3.220423,0.09493,1
269,269.952019,382.72531,293.421032,420.182727,194.646941,0.766524,0.239329,0.564638,0.124929,0.917074,0.929875,0.199562,0.834786,0.888499,0.380008,0.859693,0.817396,0.234798,0.882757,0.875487,-0.39213,-0.089557,58.450539,1.510706,1.296742,2.127098,-2.263745,-7.040739,-2.636858,3.168605,-2.293002,-2.729669,-0.064047,66.7604,-18.709175,-5.121499,1.814588,-4.947389,1,1,0,0,1.289655,0.902988,0.404625,5
2011,847.6552,996.198,1024.3136,2023.986,1735.6536,1.337162,0.264492,0.335941,1.465957,0.160584,0.27918,1.557584,0.223144,0.256,1.831805,0.189703,0.182904,1.183709,0.328332,0.374677,-0.060972,0.329746,269.746325,-3.138308,3.290606,-7.422667,7.617873,-16.681855,0.085036,4.779084,1.594337,9.762937,10.968377,292.13542,62.133139,-28.802904,-21.149478,-25.817994,7,1,66.828263,2.126212,1.327867,3.576715,0.000001,3
1062,1005.2332,1100.3212,1145.5776,2076.778,2116.312,1.411685,0.312483,0.311299,1.492168,0.270301,0.280662,1.610105,0.329019,0.247872,1.76411,0.238094,0.203111,1.315091,0.302853,0.341393,0.005401,0.305049,362.610224,-9.666362,-10.415216,7.963064,11.219107,-58.780381,-16.668803,18.051499,10.338295,-8.068706,43.185841,387.132325,-25.664914,-65.048034,-14.918358,-21.745474,2,1,32.382389,0.28509,0,2.028184,0,3
1365,806.9676,937.3048,965.1428,1831.046,1490.0512,1.512548,0.138302,0.268879,1.636186,0.096625,0.232296,1.769499,0.150567,0.194943,1.956629,0.102937,0.154153,1.272835,0.265515,0.347941,-0.082449,0.309747,894.59849,-2.909934,15.728927,-24.958126,19.119521,-156.505702,14.442397,1.765734,-7.027836,18.671975,157.066449,819.230729,-142.080229,-169.683562,-90.470143,-68.613029,44,5,78.528804,13.407335,1.501221,7.057717,0.008476,1
854,947.0028,1141.5716,1261.5024,1886.8708,1823.2344,1.081141,0.230589,0.424593,1.172702,0.181049,0.381857,1.327211,0.240098,0.326311,1.419104,0.22647,0.311921,1.001542,0.39017,0.460049,-0.012324,0.211854,282.288613,-4.76115,0.488362,-3.093166,7.843232,-31.621499,2.12455,1.895197,1.397403,6.931744,41.97992,325.743999,-9.276583,-49.949175,-44.487394,-40.978441,1,1,2.547494,0.056502,0.136886,0,0.313778,3
816,925.6744,1028.5636,1052.0408,1816.546,1657.064,1.457524,0.160626,0.299793,1.579536,0.06274,0.250736,1.653979,0.129606,0.238242,1.932154,0.140082,0.160652,1.326009,0.312056,0.340247,-0.032309,0.26495,172.499561,1.302815,-0.199574,-1.974446,5.629984,-37.261881,1.523487,0.60993,-0.807865,1.261014,50.181346,167.773323,-41.501607,-50.533119,9.07883,-6.052634,2,1,7.235922,7.447922,0.632256,11.663824,0.881865,3
1282,758.057223,897.365346,917.138055,2020.694678,1562.939176,1.372297,0.238964,0.330903,1.565392,0.136258,0.250772,1.605228,0.258191,0.259516,1.996859,0.143822,0.146543,1.3582,0.259514,0.321684,-0.105583,0.383552,283.573245,-2.890224,3.411057,-6.279008,8.256274,-32.549858,1.556708,4.716986,-0.7427,7.672646,24.36074,288.088833,-40.525285,-46.412089,-18.047807,-29.814452,17,4,67.236039,23.27844,1.515665,28.1031,0.454354,4
1096,818.1124,941.6,1056.1748,1625.4012,1488.64,1.558005,0.105211,0.246044,1.636537,0.122488,0.223743,1.744198,0.149096,0.202143,1.90012,0.126398,0.165057,1.39607,0.230109,0.307002,-0.011818,0.218472,724.486866,-9.81869,10.708884,-13.745436,22.903548,-93.98659,0.289917,12.420833,-2.677979,19.363029,53.259379,749.186964,-6.406845,-109.046687,-78.302343,-99.228011,21,4,70.142458,4.641344,0.297894,9.306163,0,1
814,719.5204,867.466,858.0252,1948.0752,1514.9544,1.248547,0.333408,0.386874,1.445225,0.214462,0.300553,1.515189,0.295405,0.294044,1.894657,0.293491,0.174469,1.277694,0.308162,0.357007,-0.102129,0.378608,162.762966,0.273555,2.841188,-3.679646,3.216232,-22.921134,0.375076,4.206306,0.325575,2.33574,22.098871,161.533078,-28.351855,-28.904998,-6.497937,-15.838607,15,5,29.727168,7.654034,0.698917,10.276224,0.792756,4
1043,983.3804,1090.99,1120.2172,1928.3008,1726.9708,1.495358,0.244838,0.280849,1.575678,0.232338,0.255852,1.666378,0.263543,0.227891,1.854581,0.207871,0.184119,1.447407,0.272908,0.287891,-0.045597,0.277761,462.094866,-13.314279,2.735064,-11.234241,22.435088,-78.77852,2.099795,7.906431,-2.699302,10.525876,89.751834,470.146625,-70.737341,-114.849906,-39.657266,-38.2143,3,2,54.794538,24.315562,1.682148,27.771214,0.02292,4
701,1120.310124,1221.198079,1250.748299,2147.406563,2014.977991,1.564003,0.224179,0.262688,1.617455,0.18624,0.237967,1.693402,0.227368,0.218571,1.800229,0.179884,0.193791,1.438797,0.283478,0.294493,-0.025767,0.276879,731.42668,-12.254713,6.706498,-16.604762,25.634949,-107.615261,8.785702,15.6191,3.200748,16.824859,182.539297,730.090964,-92.780238,-199.780939,-18.824887,-16.432599,5,4,20.723994,8.193564,0.08414,4.214055,0.248485,3
453,705.404323,855.684948,872.98759,2081.098479,1985.886309,0.994517,0.359672,0.507754,1.263518,0.190631,0.369085,1.344363,0.22376,0.34645,1.704762,0.092876,0.218773,1.163745,0.345748,0.40637,-0.023463,0.430812,170.878108,-5.811287,4.290136,-5.698045,8.352333,-16.175533,3.464972,3.23834,0.190055,7.807989,35.839775,168.563817,-16.824764,-42.620735,-1.218101,1.96368,1,1,0.823344,0,0.439632,0.317314,0,5
651,755.233787,913.226181,898.304644,1877.220576,1520.139311,1.398163,0.098111,0.304471,1.503175,0.078029,0.27204,1.608003,0.098525,0.238561,1.886103,0.117573,0.168332,1.129445,0.307796,0.396001,-0.086861,0.351043,1002.331276,-14.734695,8.300041,-31.435788,37.205743,-84.320051,-1.560453,1.20023,-8.381803,28.812696,150.877006,1197.76032,-12.969481,-242.970922,-87.206108,-64.482363,42,2,119.268362,1.024138,0,2.058402,0.552106,1
1817,1002.751501,1133.760704,1168.138856,1723.79992,1457.945578,1.341674,0.303388,0.343579,1.461869,0.236329,0.290432,1.523398,0.327784,0.280443,1.739404,0.224607,0.215894,1.142782,0.388697,0.421863,-0.065458,0.201635,428.326298,-20.971386,8.831643,-28.510826,12.479967,-40.2702,27.14888,7.195544,-6.890469,10.052701,101.654509,420.798004,-73.922321,-82.629168,10.333602,3.919166,1,1,18.339005,2.270473,4.967117,2.083365,0.762769,3
2010,873.952362,1007.107686,1021.066453,1873.574059,1607.827062,1.346556,0.212728,0.331416,1.435655,0.160137,0.294062,1.523104,0.199792,0.264992,1.817148,0.162646,0.189426,1.26721,0.311604,0.353073,-0.061953,0.303191,434.22403,-9.345049,0.92115,-11.026918,14.751407,-42.705552,11.142169,6.079222,1.514857,11.314774,68.758864,468.186528,-15.107571,-75.091596,-43.120072,-28.6112,16,4,58.883701,6.587296,2.123116,5.524489,0.18569,3
1111,810.090764,952.520992,1007.388645,1589.17593,1435.960416,1.585046,0.193671,0.239593,1.705191,0.205724,0.210252,1.805178,0.236501,0.186469,1.951611,0.247009,0.156446,1.503632,0.205278,0.267839,-0.015564,0.225446,538.002148,-5.551852,11.433214,-8.157856,24.717775,-56.830873,0.547614,6.628994,-4.46354,16.971384,23.809457,648.776152,45.87155,-50.024735,-126.484183,-133.905899,45,4,108.943471,12.704722,27.912341,9.161534,1.343574,1
735,402.4808,599.5352,573.8656,2262.5288,1561.0664,1.025497,0.191615,0.465156,1.078034,0.257206,0.462311,1.22122,0.260703,0.41599,1.77089,0.079644,0.204602,1.263021,0.351862,0.369244,-0.185532,0.60634,89.828777,1.011166,2.975631,-1.289568,0.534614,-10.960801,0.008214,1.733024,-1.429455,2.112658,4.982068,111.097061,-5.311627,-15.470631,-2.757753,-13.900912,59,2,75.603378,0.075864,0,0.644787,0,1
1398,868.779824,1058.167734,1147.2506,1805.728583,1806.154123,1.477036,0.178374,0.291216,1.571652,0.197174,0.25919,1.708299,0.200614,0.219939,1.864579,0.274814,0.179709,1.561661,0.248312,0.256432,0.025062,0.23007,342.937277,-4.768507,9.815767,-9.65842,13.660394,-49.246798,0.318683,3.118093,1.695795,15.015915,89.891321,373.13414,-6.070222,-92.079727,-38.555969,-8.787837,4,2,6.621194,0.010162,0.729774,1.576372,0.004138,1
1256,1233.095562,1370.369852,1461.245102,2010.370252,2208.738105,1.423111,0.229089,0.309876,1.468228,0.25099,0.298078,1.553939,0.250286,0.273644,1.720145,0.155542,0.207863,1.273237,0.361158,0.359594,0.050589,0.18419,367.952495,-10.11069,11.594948,-10.207401,12.175724,-53.113182,7.966162,5.162567,-0.066259,18.956913,91.873342,427.288621,-33.421823,-100.642491,-25.971332,0.484874,1,1,1.520787,0.054858,3.222049,0.799916,0,3
1144,1996.698121,2163.682527,2282.365854,2486.805278,2474.311475,1.758657,0.088957,0.211821,1.772827,0.129392,0.211278,1.826072,0.17525,0.191839,1.896262,0.12368,0.17475,1.486033,0.329917,0.304505,0.017463,0.056657,432.121408,0.09318,10.373381,-20.454275,15.984726,-52.376628,15.743761,-7.791788,2.490831,21.499186,178.389355,379.427067,-86.407382,-142.322486,-4.173683,34.757462,1,1,7.055505,0.485919,1.69593,0.580837,0.595407,3
551,645.52381,828.984394,829.009604,2101.655062,1822.934374,0.864606,0.578452,0.570989,0.991228,0.477007,0.504839,1.186025,0.367358,0.41625,1.677386,0.29007,0.22611,1.013258,0.463761,0.470475,-0.057585,0.428336,75.73607,-4.775167,3.228629,-1.582704,0.722917,-9.279449,5.834987,3.918164,1.202952,3.712266,5.675687,64.850952,-12.543987,-11.810982,-2.155112,-5.306312,6,4,10.479722,1.562277,0.014605,5.787386,0,4
1214,861.9928,1008.1856,1063.4932,1842.8252,1706.2456,1.493238,0.144209,0.278647,1.596142,0.161958,0.247595,1.740697,0.144221,0.205985,1.900893,0.149777,0.1672,1.408043,0.268996,0.306568,-0.015701,0.267846,441.662661,-9.595488,10.324713,-12.152004,19.275597,-52.061259,6.023519,9.45023,1.119239,13.850005,65.462279,497.999723,-3.964683,-86.203702,-39.290168,-36.712968,25,4,70.083561,8.277938,0.080919,3.175767,0.683612,1
1531,766.4632,961.2668,1030.7212,1935.9108,1900.2796,1.18586,0.311829,0.406716,1.271063,0.296135,0.371032,1.390693,0.280894,0.327951,1.703159,0.257443,0.219388,1.252336,0.339467,0.362084,0.007277,0.312751,352.665477,-10.561134,-1.33632,-6.467564,4.014329,-19.892799,-4.801867,-0.23993,9.435283,9.571606,32.254866,405.285462,17.837159,-39.76693,-22.676894,-10.174701,1,1,21.335233,0.478043,0,3.451811,0,1
1545,761.60104,925.678671,932.921168,2081.89916,1675.962785,1.269183,0.313264,0.366344,1.421693,0.207534,0.298811,1.517113,0.291553,0.275108,1.904287,0.191933,0.166936,1.282947,0.294234,0.347512,-0.095034,0.39266,636.107399,-11.956626,24.100612,-18.994807,22.353545,-111.903768,10.13046,21.774796,-21.180995,9.108101,126.040546,576.499123,-113.010522,-144.695107,-63.746805,-43.547802,11,4,41.886664,12.044197,4.944921,12.225531,0.197619,4
1647,1111.1536,1217.348,1303.64,1625.1008,1679.8596,1.712038,0.169458,0.213886,1.76879,0.177335,0.200415,1.827161,0.187172,0.186825,1.952654,0.198682,0.158331,1.557045,0.26427,0.260563,0.041218,0.108591,298.407687,-8.443591,-0.917,-7.675338,6.656953,-45.999235,1.648816,-0.977577,2.917404,9.012559,18.696209,290.583042,-122.56107,-40.323757,-51.315409,-39.590841,187,4,57.324683,180.158463,5.436309,44.717086,0.108797,2
548,857.5472,972.1488,1031.0504,1653.92,1668.086,1.538627,0.289089,0.259911,1.591011,0.315655,0.249294,1.684912,0.329927,0.225235,1.799459,0.394271,0.195822,1.494791,0.332309,0.283121,0.017811,0.24096,624.397848,1.435856,13.754569,-16.248167,3.902979,-94.320352,4.1644,-4.749688,-11.539273,19.817547,34.761556,603.168741,-22.511002,-86.162392,-47.661519,-87.664244,6,2,23.210269,6.676229,0,2.57952,0,1
368,888.9476,1074.428,1172.9004,1814.782,1915.6356,1.484064,0.106353,0.282252,1.57549,0.08336,0.251654,1.699494,0.093416,0.213738,1.746217,0.128049,0.200583,1.289953,0.301982,0.343773,0.041226,0.216826,151.146059,-6.248043,3.116197,-2.983381,3.364095,-25.084466,6.792892,1.751123,2.652214,2.077121,25.548242,157.299667,-33.944322,-35.028522,4.667103,-6.218673,1,1,6.256517,1.947321,1.936262,0.034086,0,1
290,808.4156,949.0216,1049.8308,1548.388,1591.3436,1.442555,0.295479,0.300928,1.507411,0.351239,0.292504,1.62985,0.331833,0.248306,1.725665,0.44437,0.225738,1.528502,0.340831,0.273106,0.040727,0.190382,532.283997,-13.638378,-1.594826,-7.383286,21.812643,-66.738264,9.098736,11.399712,-3.930765,17.015331,24.423334,581.853075,1.767428,-72.529046,-72.964857,-73.519096,10,2,37.08003,4.401278,0.15136,2.889427,0,1
